"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"3462","Estudiante del CUAAD impulsa el stand-up con festival “Ja-Ja-Jalisco”","NULL","NULL","NULL","Buscan formar a nuevos públicos para shows de comedia con encuentro a realizarse en Foro de Plaza del Ángel en Zapopan, del 19 al 20 de abril","13687","NULL"
"3463","Impulsan proyecto de desarrollo urbano para la Zona Metropolitana de Ocotlán","NULL","NULL","NULL","Estudiantes y académicos del CUAAD participaron en el Taller de Diseño y Planeación Urbana","13695","NULL"
"3463","Impulsan proyecto de desarrollo urbano para la Zona Metropolitana de Ocotlán","NULL","NULL","NULL","Estudiantes y académicos del CUAAD participaron en el Taller de Diseño y Planeación Urbana","13696","NULL"
"3463","Impulsan proyecto de desarrollo urbano para la Zona Metropolitana de Ocotlán","NULL","NULL","NULL","Estudiantes y académicos del CUAAD participaron en el Taller de Diseño y Planeación Urbana","13697","NULL"
"3463","Impulsan proyecto de desarrollo urbano para la Zona Metropolitana de Ocotlán","NULL","NULL","NULL","Estudiantes y académicos del CUAAD participaron en el Taller de Diseño y Planeación Urbana","13698","NULL"
"3464","Invitan a participar en el octavo desfile literario que organiza UdeG con el tema “Equifonía y sonororidades”","NULL","NULL","NULL","Este sábado 20 de abril, inicia a las 16:00 y partirá de la Plaza de Armas, para continuar por las avenidas Juárez, Federalismo, Hidalgo y concluir en Alcalde","13699","NULL"
"3464","Invitan a participar en el octavo desfile literario que organiza UdeG con el tema “Equifonía y sonororidades”","NULL","NULL","NULL","Este sábado 20 de abril, inicia a las 16:00 y partirá de la Plaza de Armas, para continuar por las avenidas Juárez, Federalismo, Hidalgo y concluir en Alcalde","13700","NULL"
"3464","Invitan a participar en el octavo desfile literario que organiza UdeG con el tema “Equifonía y sonororidades”","NULL","NULL","NULL","Este sábado 20 de abril, inicia a las 16:00 y partirá de la Plaza de Armas, para continuar por las avenidas Juárez, Federalismo, Hidalgo y concluir en Alcalde","13701","NULL"
"3464","Invitan a participar en el octavo desfile literario que organiza UdeG con el tema “Equifonía y sonororidades”","NULL","NULL","NULL","Este sábado 20 de abril, inicia a las 16:00 y partirá de la Plaza de Armas, para continuar por las avenidas Juárez, Federalismo, Hidalgo y concluir en Alcalde","13702","NULL"
"3465","Alumnos del CUAAD presentan proyectos artísticos finales en reconocidos espacios culturales","NULL","NULL","NULL","Durante abril, mayo y septiembre los maestrantes de la MEEPA expondrán sus trabajos","13704","NULL"
"3465","Alumnos del CUAAD presentan proyectos artísticos finales en reconocidos espacios culturales","NULL","NULL","NULL","Durante abril, mayo y septiembre los maestrantes de la MEEPA expondrán sus trabajos","13705","NULL"
"3465","Alumnos del CUAAD presentan proyectos artísticos finales en reconocidos espacios culturales","NULL","NULL","NULL","Durante abril, mayo y septiembre los maestrantes de la MEEPA expondrán sus trabajos","13706","NULL"
"3465","Alumnos del CUAAD presentan proyectos artísticos finales en reconocidos espacios culturales","NULL","NULL","NULL","Durante abril, mayo y septiembre los maestrantes de la MEEPA expondrán sus trabajos","13707","NULL"
"3465","Alumnos del CUAAD presentan proyectos artísticos finales en reconocidos espacios culturales","NULL","NULL","NULL","Durante abril, mayo y septiembre los maestrantes de la MEEPA expondrán sus trabajos","13708","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13714","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13715","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13716","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13717","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13718","NULL"
"3466","Para labores la Red Universitaria para exigir la aparición con vida del estudiante Aldo González Sevilla","NULL","NULL","NULL","Convoca FEU este sábado, a las 13:00 horas, a la manifestación de ruido, en el que todo automovilista utilice el claxon durante 3 minutos en solidaridad con Aldo y difundir la ficha de búsqueda con el hashtag #TeBuscamosAldo","13719","NULL"
"3467","CUAAD participó en evento satélite del Festival de la Nueva Bauhaus Europea 2024","NULL","NULL","NULL","Ganadores de Arpafil 2023 presentaron sus experiencias elaborando proyectos de vivienda sustentables","13720","NULL"
"3467","CUAAD participó en evento satélite del Festival de la Nueva Bauhaus Europea 2024","NULL","NULL","NULL","Ganadores de Arpafil 2023 presentaron sus experiencias elaborando proyectos de vivienda sustentables","13721","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13722","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13723","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13724","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13725","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13726","NULL"
"3468","CUAAD se engalana con fiesta literaria, que incluye desfile y conversatorios","NULL","NULL","NULL","Destacan la participación de las mujeres y temas sobre cultura de paz, equidad de género y sustentabilidad","13727","NULL"
"3469","Avanza la acreditación de la licenciatura en Artes Escénicas para la Expresión Teatral","NULL","NULL","NULL","El CAESA visitó la Sede Artes para entrevistarse con la comunidad de este programa educativo","13728","NULL"
"3469","Avanza la acreditación de la licenciatura en Artes Escénicas para la Expresión Teatral","NULL","NULL","NULL","El CAESA visitó la Sede Artes para entrevistarse con la comunidad de este programa educativo","13729","NULL"
"3469","Avanza la acreditación de la licenciatura en Artes Escénicas para la Expresión Teatral","NULL","NULL","NULL","El CAESA visitó la Sede Artes para entrevistarse con la comunidad de este programa educativo","13730","NULL"
"3470","Debaten sobre la tradición e innovación en el arte, en el CUAAD","NULL","NULL","NULL","Esto, como parte del Coloquio Internacional de Arte y Sociedad (Coiarts)","13738","NULL"
"3470","Debaten sobre la tradición e innovación en el arte, en el CUAAD","NULL","NULL","NULL","Esto, como parte del Coloquio Internacional de Arte y Sociedad (Coiarts)","13739","NULL"
"3471","Académico del CUAAD elabora manual para crear un arte eficaz","NULL","NULL","NULL","Francisco Quirarte presenta su libro “Los juegos de la imagen” para estudiantes y personas interesadas en el trabajo artístico","13740","NULL"
"3471","Académico del CUAAD elabora manual para crear un arte eficaz","NULL","NULL","NULL","Francisco Quirarte presenta su libro “Los juegos de la imagen” para estudiantes y personas interesadas en el trabajo artístico","13741","NULL"
"3472","Descentralizan la cultura con baile swing en barrio de San Andrés","NULL","NULL","NULL","Estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD impulsa actividades comunitarias en el Oriente de Guadalajara con encuentros gratuitos","13742","NULL"
"3472","Descentralizan la cultura con baile swing en barrio de San Andrés","NULL","NULL","NULL","Estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD impulsa actividades comunitarias en el Oriente de Guadalajara con encuentros gratuitos","13743","NULL"
"3472","Descentralizan la cultura con baile swing en barrio de San Andrés","NULL","NULL","NULL","Estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD impulsa actividades comunitarias en el Oriente de Guadalajara con encuentros gratuitos","13744","NULL"
"3473","Corto de la UdeG por primera vez en competencia en el Festival de Cannes","NULL","NULL","NULL","“Elevación”, de Gabriel Esdras, fue el proyecto seleccionado de entre más de 2 mil 200 presentados por escuelas de todo el mundo","13754","NULL"
"3473","Corto de la UdeG por primera vez en competencia en el Festival de Cannes","NULL","NULL","NULL","“Elevación”, de Gabriel Esdras, fue el proyecto seleccionado de entre más de 2 mil 200 presentados por escuelas de todo el mundo","13755","NULL"
"3474","Invita CUAAD al primer Concurso de danza contemporánea","NULL","NULL","NULL","Con el fin de difundir y conocer las nuevas propuestas dancísticas, se invita a la comunidad a presenciar el concurso “Cecilia Lugo”, el 7 y 8 de mayo en el CSAE","13756","NULL"
"3474","Invita CUAAD al primer Concurso de danza contemporánea","NULL","NULL","NULL","Con el fin de difundir y conocer las nuevas propuestas dancísticas, se invita a la comunidad a presenciar el concurso “Cecilia Lugo”, el 7 y 8 de mayo en el CSAE","13757","NULL"
"3475","Alumna y alumno del CUAAD destacan en foros de arquitectura nacionales","NULL","NULL","NULL","Dos jóvenes ganan primeros lugares, junto con sus equipos","13766","NULL"
"3476","Académica del CUAAD da a conocer hallazgos sobre obras de arquitectura moderna tapatía","NULL","NULL","NULL","Presentan libro “Aportaciones foráneas a la arquitectura moderna de Guadalajara”, editado por Arquitónica, junto con UdeG e ITESO","13767","NULL"
"3476","Académica del CUAAD da a conocer hallazgos sobre obras de arquitectura moderna tapatía","NULL","NULL","NULL","Presentan libro “Aportaciones foráneas a la arquitectura moderna de Guadalajara”, editado por Arquitónica, junto con UdeG e ITESO","13768","NULL"
"3476","Académica del CUAAD da a conocer hallazgos sobre obras de arquitectura moderna tapatía","NULL","NULL","NULL","Presentan libro “Aportaciones foráneas a la arquitectura moderna de Guadalajara”, editado por Arquitónica, junto con UdeG e ITESO","13769","NULL"
"3477","Hay un vínculo entre el objeto artístico y el poder que determina su producción","NULL","NULL","NULL","Invita CUAAD a cursar la maestría en Ciencias de la Arquitectura","13770","NULL"
"3477","Hay un vínculo entre el objeto artístico y el poder que determina su producción","NULL","NULL","NULL","Invita CUAAD a cursar la maestría en Ciencias de la Arquitectura","13771","NULL"
"3478","Colocan monumento vivo en memoria de Raúl Padilla López","NULL","NULL","NULL","Como parte de la conmemoración del natalicio del ex Rector General, se sembró un roble en las instalaciones del Centro Cultural Universitario","13772","NULL"
"3478","Colocan monumento vivo en memoria de Raúl Padilla López","NULL","NULL","NULL","Como parte de la conmemoración del natalicio del ex Rector General, se sembró un roble en las instalaciones del Centro Cultural Universitario","13773","NULL"
"3479","CUAAD celebra la kermés “Pequeñas Sonrisas” ","NULL","NULL","NULL","Con actividades lúdicas para sensibilizar sobre la discapacidad, un posgrado y licenciaturas del CUAAD, realizaron una kermés para generar recursos para asociación civil","13775","NULL"
"3479","CUAAD celebra la kermés “Pequeñas Sonrisas” ","NULL","NULL","NULL","Con actividades lúdicas para sensibilizar sobre la discapacidad, un posgrado y licenciaturas del CUAAD, realizaron una kermés para generar recursos para asociación civil","13776","NULL"
"3479","CUAAD celebra la kermés “Pequeñas Sonrisas” ","NULL","NULL","NULL","Con actividades lúdicas para sensibilizar sobre la discapacidad, un posgrado y licenciaturas del CUAAD, realizaron una kermés para generar recursos para asociación civil","13777","NULL"
"3479","CUAAD celebra la kermés “Pequeñas Sonrisas” ","NULL","NULL","NULL","Con actividades lúdicas para sensibilizar sobre la discapacidad, un posgrado y licenciaturas del CUAAD, realizaron una kermés para generar recursos para asociación civil","13778","NULL"
"3480","Insectos de una realidad biopunk invaden el Panteón de Belén","NULL","NULL","NULL","Estudiante de la maestría en Educación y Expresión para las Artes del CUAAD invita a la muestra de escultura y pintura, como parte de una narrativa de ciencia ficción","13779","NULL"
"3480","Insectos de una realidad biopunk invaden el Panteón de Belén","NULL","NULL","NULL","Estudiante de la maestría en Educación y Expresión para las Artes del CUAAD invita a la muestra de escultura y pintura, como parte de una narrativa de ciencia ficción","13780","NULL"
"3493","Gana UdeG primeras medallas en la Universiada Nacional 2024","NULL","NULL","NULL","El CUAAD también obtiene preseas con Christopher Márquez y Pablo Florido","13794","NULL"
"3493","Gana UdeG primeras medallas en la Universiada Nacional 2024","NULL","NULL","NULL","El CUAAD también obtiene preseas con Christopher Márquez y Pablo Florido","13795","NULL"
"3493","Gana UdeG primeras medallas en la Universiada Nacional 2024","NULL","NULL","NULL","El CUAAD también obtiene preseas con Christopher Márquez y Pablo Florido","13797","NULL"
"3494","“Coliseo”, osos gay contra la gordofobia","NULL","NULL","NULL","Orlando Torres Canela, académico del CUAAD, presenta fotolibro en el MUSA, en el que aborda la revaloración de la diversidad de los cuerpos humanos","13798","NULL"
"3494","“Coliseo”, osos gay contra la gordofobia","NULL","NULL","NULL","Orlando Torres Canela, académico del CUAAD, presenta fotolibro en el MUSA, en el que aborda la revaloración de la diversidad de los cuerpos humanos","13799","NULL"
"3497","“Sticker-ismo: encuentro de postgraffiti en Guadalajara”","NULL","NULL","NULL","La gestora cultural Karen Mora, estudiante del CUAAD invita al público a las charlas que se organizan este 25 de mayo en el Museo de la Ciudad","13801","NULL"
"3497","“Sticker-ismo: encuentro de postgraffiti en Guadalajara”","NULL","NULL","NULL","La gestora cultural Karen Mora, estudiante del CUAAD invita al público a las charlas que se organizan este 25 de mayo en el Museo de la Ciudad","13802","NULL"
"3498","Películas creadas por talento del CUAAD contienden en FICG 2024","NULL","NULL","NULL","Seis filmes inspirados en contextos que se viven en Jalisco se proyectarán del 7 al 15 de junio, durante la edición 39 del encuentro cinematográfico","13803","NULL"
"3498","Películas creadas por talento del CUAAD contienden en FICG 2024","NULL","NULL","NULL","Seis filmes inspirados en contextos que se viven en Jalisco se proyectarán del 7 al 15 de junio, durante la edición 39 del encuentro cinematográfico","13804","NULL"
"3498","Películas creadas por talento del CUAAD contienden en FICG 2024","NULL","NULL","NULL","Seis filmes inspirados en contextos que se viven en Jalisco se proyectarán del 7 al 15 de junio, durante la edición 39 del encuentro cinematográfico","13805","NULL"
"3499","Ludwig Díaz Núñez, estudiante del CUAAD, expone en tres espacios internacionales de fotografía","NULL","NULL","NULL","En abril participó en The Glasgow Gallery; en junio y julio estará en Moments Collective y Chania International Photo Festival, respectivamente","13809","NULL"
"3499","Ludwig Díaz Núñez, estudiante del CUAAD, expone en tres espacios internacionales de fotografía","NULL","NULL","NULL","En abril participó en The Glasgow Gallery; en junio y julio estará en Moments Collective y Chania International Photo Festival, respectivamente","13811","NULL"
"3500","Educación de calidad y promoción cultural, el impulso del CUAAD","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su quinto Informe de actividades, en el que destacó los alcances de la enseñanza de las artes","13818","NULL"
"3500","Educación de calidad y promoción cultural, el impulso del CUAAD","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su quinto Informe de actividades, en el que destacó los alcances de la enseñanza de las artes","13819","NULL"
"3500","Educación de calidad y promoción cultural, el impulso del CUAAD","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su quinto Informe de actividades, en el que destacó los alcances de la enseñanza de las artes","13820","NULL"
"3500","Educación de calidad y promoción cultural, el impulso del CUAAD","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su quinto Informe de actividades, en el que destacó los alcances de la enseñanza de las artes","13821","NULL"
"3501","Cecilia Andalón, cine con sello local","NULL","NULL","NULL","NULL","13824","NULL"
"3502","Exposición “Autorretrato” llega a la Galería Jorge Martínez","NULL","NULL","NULL","La comunidad del CUAAD muestra más de 70 obras entre fotografías, esculturas, pinturas y medios alternativos","13831","NULL"
"3502","Exposición “Autorretrato” llega a la Galería Jorge Martínez","NULL","NULL","NULL","La comunidad del CUAAD muestra más de 70 obras entre fotografías, esculturas, pinturas y medios alternativos","13832","NULL"
"3502","Exposición “Autorretrato” llega a la Galería Jorge Martínez","NULL","NULL","NULL","La comunidad del CUAAD muestra más de 70 obras entre fotografías, esculturas, pinturas y medios alternativos","13833","NULL"
"3503","Egresados del CUAAD representan a México en Festival Internacional de Cine de Shanghái","NULL","NULL","NULL","Se trata de un trabajo cinematográfico que tendrá su estreno mundial en dicho festival, del 14 al 23 de junio de este año","13835","NULL"
"3503","Egresados del CUAAD representan a México en Festival Internacional de Cine de Shanghái","NULL","NULL","NULL","Se trata de un trabajo cinematográfico que tendrá su estreno mundial en dicho festival, del 14 al 23 de junio de este año","13836","NULL"
"3504","El Consejo del CUAAD se reunió en sesión extraordinaria ","NULL","NULL","NULL","Consejeras y consejeros designaron al nuevo Contralor del centro  ","13837","NULL"
"3504","El Consejo del CUAAD se reunió en sesión extraordinaria ","NULL","NULL","NULL","Consejeras y consejeros designaron al nuevo Contralor del centro  ","13838","NULL"
"3504","El Consejo del CUAAD se reunió en sesión extraordinaria ","NULL","NULL","NULL","Consejeras y consejeros designaron al nuevo Contralor del centro  ","13839","NULL"
"3504","El Consejo del CUAAD se reunió en sesión extraordinaria ","NULL","NULL","NULL","Consejeras y consejeros designaron al nuevo Contralor del centro  ","13840","NULL"
"3505","UdeG produce energía limpia equivalente a la de 2 mil casas de Jalisco","NULL","NULL","NULL","En el ranking de Times Higher Education, la institución ocupa el tercer lugar nacional en el ODS de Energía asequible y no contaminante, y el once a escala mundial","13844","NULL"
"3506","Premian a los mejores del primer Torneo UDG E-Sports","NULL","NULL","NULL","En Rocket league los ganadores fueron: César Meza Ramírez, Brandon Montoya González, Jorge Velasco Navarro y Humberto Villasano Cruz, del CUAAD","13850","NULL"
"3506","Premian a los mejores del primer Torneo UDG E-Sports","NULL","NULL","NULL","En Rocket league los ganadores fueron: César Meza Ramírez, Brandon Montoya González, Jorge Velasco Navarro y Humberto Villasano Cruz, del CUAAD","13851","NULL"
"3507","CUAAD invita a conciertos del 6° Concurso Nacional de Piano","NULL","NULL","NULL","Las competencias entre jóvenes músicos y los conciertos de pianistas internacionales que integran el jurado, serán del 15 al 19 de julio en el Teatro Degollado","13852","NULL"
"3507","CUAAD invita a conciertos del 6° Concurso Nacional de Piano","NULL","NULL","NULL","Las competencias entre jóvenes músicos y los conciertos de pianistas internacionales que integran el jurado, serán del 15 al 19 de julio en el Teatro Degollado","13853","NULL"
"3508","Proponen corredores verdes y sistemas de captación de agua para reducir inundaciones","NULL","NULL","NULL","Académicos del CUAAD dan a conocer que en el AMG se desperdicia la cantidad de agua equivalente a 272 estadios Jalisco","13854","NULL"
"3508","Proponen corredores verdes y sistemas de captación de agua para reducir inundaciones","NULL","NULL","NULL","Académicos del CUAAD dan a conocer que en el AMG se desperdicia la cantidad de agua equivalente a 272 estadios Jalisco","13855","NULL"
"3509","Premian a ganadores del VI Concurso Nacional de Piano de la UdeG","NULL","NULL","NULL","Héctor Rosete Escobar, egresado de la Escuela Superior de Música del Instituto Nacional de Bellas Artes y Literatura, se coronó como triunfador de esta edición","13856","NULL"
"3509","Premian a ganadores del VI Concurso Nacional de Piano de la UdeG","NULL","NULL","NULL","Héctor Rosete Escobar, egresado de la Escuela Superior de Música del Instituto Nacional de Bellas Artes y Literatura, se coronó como triunfador de esta edición","13857","NULL"
"3510","Estudiantes del CUCSH y CUAAD en gira nacional con homenaje de rock sinfónico a Gustavo Cerati","NULL","NULL","NULL","La Orquesta Sinfónica Universal presentará espectáculo en Guadalajara, León, Aguascalientes y Monterrey","13858","NULL"
"3510","Estudiantes del CUCSH y CUAAD en gira nacional con homenaje de rock sinfónico a Gustavo Cerati","NULL","NULL","NULL","La Orquesta Sinfónica Universal presentará espectáculo en Guadalajara, León, Aguascalientes y Monterrey","13859","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13862","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13863","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13864","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13865","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13866","NULL"
"3511","Reconoce CUAAD trayectoria de trabajadores por 20, 25 y 30 años de servicio","NULL","NULL","NULL","En total, fueron distinguidos 47 universitarios","13867","NULL"
"3512","“Bitácora de un encierro”, una ópera prima sobre el confinamiento","NULL","NULL","NULL","Esta obra de teatro es la ópera prima como directora de la actriz Rossana de León, egresada del CUAAD y tiene funciones los viernes de agosto en Teatro María Teresa","13869","NULL"
"3513","Este lunes inician ciclo escolar 336 mil 455 alumnos de la UdeG","NULL","NULL","NULL","El calendario escolar 2024-B concluirá el 15 de enero","13870","NULL"
"3514","Artistas de la UdeG exponen obras contemporáneas en España","NULL","NULL","NULL","Por primera vez Jorge Edgar Hernández participa en una exposición internacional","13871","NULL"
"3514","Artistas de la UdeG exponen obras contemporáneas en España","NULL","NULL","NULL","Por primera vez Jorge Edgar Hernández participa en una exposición internacional","13872","NULL"
"3514","Artistas de la UdeG exponen obras contemporáneas en España","NULL","NULL","NULL","Por primera vez Jorge Edgar Hernández participa en una exposición internacional","13873","NULL"
"3514","Artistas de la UdeG exponen obras contemporáneas en España","NULL","NULL","NULL","Por primera vez Jorge Edgar Hernández participa en una exposición internacional","13874","NULL"
"3515","Samuel Kishi presenta nostalgia noventera en “Nadie nos va a extrañar”","NULL","NULL","NULL","El egresado del CUAAD fue director en esta serie que recién se estrenó en Prime Video y que aborda historias de adolescencia e inclusión, en una preparatoria en 1994","13876","NULL"
"3515","Samuel Kishi presenta nostalgia noventera en “Nadie nos va a extrañar”","NULL","NULL","NULL","El egresado del CUAAD fue director en esta serie que recién se estrenó en Prime Video y que aborda historias de adolescencia e inclusión, en una preparatoria en 1994","13877","NULL"
"3516","Cineastas del CUAAD nominados en los Premios Ariel 2024","NULL","NULL","NULL","Cuatro talentos del DIS contienden en varias ternas. Los resultados se darán a conocer en la 66ª entrega de los Premios de la AMACC, en Teatro Degollado","13879","NULL"
"3516","Cineastas del CUAAD nominados en los Premios Ariel 2024","NULL","NULL","NULL","Cuatro talentos del DIS contienden en varias ternas. Los resultados se darán a conocer en la 66ª entrega de los Premios de la AMACC, en Teatro Degollado","13880","NULL"
"3516","Cineastas del CUAAD nominados en los Premios Ariel 2024","NULL","NULL","NULL","Cuatro talentos del DIS contienden en varias ternas. Los resultados se darán a conocer en la 66ª entrega de los Premios de la AMACC, en Teatro Degollado","13881","NULL"
"3516","Cineastas del CUAAD nominados en los Premios Ariel 2024","NULL","NULL","NULL","Cuatro talentos del DIS contienden en varias ternas. Los resultados se darán a conocer en la 66ª entrega de los Premios de la AMACC, en Teatro Degollado","13882","NULL"
"3518","De la artesanía al diseño industrial: CUAAD y CUTonalá trabajarán proyecto multidisciplinario","NULL","NULL","NULL","Alumnos y profesores de las carreras, de dos programas académicos, harán rescate cultural y de tradiciones","13887","NULL"
"3518","De la artesanía al diseño industrial: CUAAD y CUTonalá trabajarán proyecto multidisciplinario","NULL","NULL","NULL","Alumnos y profesores de las carreras, de dos programas académicos, harán rescate cultural y de tradiciones","13888","NULL"
"3518","De la artesanía al diseño industrial: CUAAD y CUTonalá trabajarán proyecto multidisciplinario","NULL","NULL","NULL","Alumnos y profesores de las carreras, de dos programas académicos, harán rescate cultural y de tradiciones","13889","NULL"
"3519","Los nuevos bailarines de swing en el Barrio de San Andrés","NULL","NULL","NULL","Estudiante de la maestría en Gestión y Desarrollo Cultural del CUAAD organizó un encuentro de baile gratuito en el Parque San Jacinto, el 16 de agosto","13890","NULL"
"3520","CUAAD renueva colaboración con MIND México","NULL","NULL","NULL","Estudiantado ha participado en proyectos como “Células de Innovación”  e “Innovación para las Cámaras Industriales de Jalisco”","13891","NULL"
"3520","CUAAD renueva colaboración con MIND México","NULL","NULL","NULL","Estudiantado ha participado en proyectos como “Células de Innovación”  e “Innovación para las Cámaras Industriales de Jalisco”","13892","NULL"
"3520","CUAAD renueva colaboración con MIND México","NULL","NULL","NULL","Estudiantado ha participado en proyectos como “Células de Innovación”  e “Innovación para las Cámaras Industriales de Jalisco”","13893","NULL"
"3520","CUAAD renueva colaboración con MIND México","NULL","NULL","NULL","Estudiantado ha participado en proyectos como “Células de Innovación”  e “Innovación para las Cámaras Industriales de Jalisco”","13894","NULL"
"3520","CUAAD renueva colaboración con MIND México","NULL","NULL","NULL","Estudiantado ha participado en proyectos como “Células de Innovación”  e “Innovación para las Cámaras Industriales de Jalisco”","13895","NULL"
"3521","Diseñan soluciones para la atención de niños con discapacidad","NULL","NULL","NULL","Estudiantes del CUAAD crearon 12 prototipos y una adecuación arquitectónica y de interiores para la organización Mi Pequeño Especial","13900","NULL"
"3521","Diseñan soluciones para la atención de niños con discapacidad","NULL","NULL","NULL","Estudiantes del CUAAD crearon 12 prototipos y una adecuación arquitectónica y de interiores para la organización Mi Pequeño Especial","13901","NULL"
"3521","Diseñan soluciones para la atención de niños con discapacidad","NULL","NULL","NULL","Estudiantes del CUAAD crearon 12 prototipos y una adecuación arquitectónica y de interiores para la organización Mi Pequeño Especial","13902","NULL"
"3521","Diseñan soluciones para la atención de niños con discapacidad","NULL","NULL","NULL","Estudiantes del CUAAD crearon 12 prototipos y una adecuación arquitectónica y de interiores para la organización Mi Pequeño Especial","13903","NULL"
"3521","Diseñan soluciones para la atención de niños con discapacidad","NULL","NULL","NULL","Estudiantes del CUAAD crearon 12 prototipos y una adecuación arquitectónica y de interiores para la organización Mi Pequeño Especial","13904","NULL"
"3522","Reconocen trabajo del Coro de Cámara del Departamento de Música","NULL","NULL","NULL","En julio pasado tuvieron una destacada participación en concurso internacional","13905","NULL"
"3522","Reconocen trabajo del Coro de Cámara del Departamento de Música","NULL","NULL","NULL","En julio pasado tuvieron una destacada participación en concurso internacional","13906","NULL"
"3522","Reconocen trabajo del Coro de Cámara del Departamento de Música","NULL","NULL","NULL","En julio pasado tuvieron una destacada participación en concurso internacional","13907","NULL"
"3523","Mostrarán 400 años de vínculo entre la cultura japonesa y Jalisco","NULL","NULL","NULL","La maestría en Gestión y Desarrollo Cultural del CUAAD invita; también impulsa una gira universitaria de stand up","13908","NULL"
"3524","Encontronazo de “Leones”, en la última semifinal del 6° Torneo de Dramaturgia","NULL","NULL","NULL","La final será este miércoles en Preparatoria 15, donde contendrán las obras “Lady Tinder”, de Diana Vázquez, y “Distancia”, de Alejandro León","13909","NULL"
"3524","Encontronazo de “Leones”, en la última semifinal del 6° Torneo de Dramaturgia","NULL","NULL","NULL","La final será este miércoles en Preparatoria 15, donde contendrán las obras “Lady Tinder”, de Diana Vázquez, y “Distancia”, de Alejandro León","13910","NULL"
"3525","Alejandro Herrera regresa a casa y expone en la Galería Jorge Martínez","NULL","NULL","NULL","“Un tramo recorrido” estará hasta el 13 de septiembre; la entrada es gratuita","13911","NULL"
